IDN,NSN,common_name,Price,UI,AAC,Batch,ParentID
2627,5133-00-228-1348,Drill Bit (High Speed Steel),51.62,EA,H,KVPMSCA2627,4510-00-253-0857
2628,5133-00-228-1355,Drill Bit (High Speed Steel),73.08,EA,H,KVPMSCA2628,4510-00-595-0922
2629,5133-00-228-1365,Drill Bit (High Speed Steel),88.06,EA,H,KVPMSCA2629,4240-00-542-2048
2630,5133-00-228-1369,Drill Bit (High Speed Steel),118.7,EA,H,KVPMSCA2630,4240-00-816-3819
2631,5133-00-228-1373,Drill Bit (High Speed Steel),127.06,EA,H,KVPMSCA2631,4240-01-292-2818
2632,5133-00-234-5139,Drill Bit (High Speed Steel),9.32,EA,H,KVPMSCA2632,4240-01-463-5449
2633,5133-00-240-7337,Drill Bit (Countersink),4,EA,H,KVPMSCA2633,4240-01-492-0177
2634,5133-00-240-8443,Drill Bit (High Speed Steel),13.42,DZ,H,KVPMSCA2634,4460-01-443-4895
2635,5133-00-243-2219,Drill Bit (High Speed Steel),13.94,EA,H,KVPMSCA2635,4460-01-443-4896
2636,5133-00-243-2309,Reamer (Countersink),5.06,EA,H,KVPMSCA2636,4460-01-443-4897
2637,5133-00-243-9611,Drill Bit (High Speed Steel),9.53,DZ,H,KVPMSCA2637,4510-00-203-2707
2638,5133-00-243-9612,Drill Bit (High Speed Steel),7.89,DZ,H,KVPMSCA2638,4510-00-203-2721
2639,5133-00-243-9613,Drill Bit (High Speed Steel),16.84,DZ,H,KVPMSCA2639,4510-00-224-8549
2640,5133-00-262-2158,Drill Bit (High Speed Steel),14.65,DZ,H,KVPMSCA2640,4510-00-247-1370
2641,5133-00-262-2165,Drill Bit (High Speed Steel),13.8,PG,H,KVPMSCA2641,4510-00-253-0857
2642,5133-00-262-2173,Drill Bit (High Speed Steel),20.78,PG,H,KVPMSCA2642,4510-00-595-0922
2643,5133-00-262-2174,Drill Bit (High Speed Steel),25.08,PG,H,KVPMSCA2643,4240-00-542-2048
2644,5133-00-262-2179,Drill Bit (High Speed Steel),11.33,DZ,H,KVPMSCA2644,4240-00-816-3819
2645,5133-00-262-2192,Drill Bit (High Speed Steel),11.09,DZ,H,KVPMSCA2645,4240-01-292-2818
2646,5133-00-262-2193,Drill Bit (High Speed Steel),10.68,DZ,H,KVPMSCA2646,4240-01-463-5449
2647,5133-00-262-2194,Drill Bit (High Speed Steel),10.91,DZ,H,KVPMSCA2647,4240-01-492-0177
2648,5133-00-266-9463,Drill Bit (High Speed Steel),18.14,EA,H,KVPMSCA2648,4460-01-443-4895
2649,5133-00-266-9464,Drill Bit (High Speed Steel),15.17,EA,H,KVPMSCA2649,4460-01-443-4896
2650,5133-00-277-2699,Masonry Drill Bit,26.54,EA,H,KVPMSCA2650,4460-01-443-4897
2651,5133-00-277-2702,Masonry Drill Bit,33.61,EA,H,KVPMSCA2651,4510-00-203-2707
2652,5133-00-289-0541,Masonry Drill Bit,4.13,EA,H,KVPMSCA2652,4510-00-203-2721
2653,5133-00-290-3927,Drill Bit Set (High Speed Steel),23.59,SE,H,KVPMSCA2653,4510-00-224-8549
2654,5133-00-293-0982,Drill Bit Set (High Speed Steel),14.55,SE,H,KVPMSCA2654,4510-00-247-1370
2655,5133-00-293-1902,Reamer (Countersink),10.52,EA,H,KVPMSCA2655,5110-00-614-1455
2656,5133-00-293-2900,Drill Bit (Auger),7.59,EA,H,KVPMSCA2656,5110-00-640-5419
2657,5133-00-293-2901,Drill Bit (Auger),7.13,EA,H,KVPMSCA2657,5110-00-771-3732
2658,5133-00-360-2732,Drill Bit (Auger),27.37,EA,H,KVPMSCA2658,5110-00-892-5071
2659,5133-00-360-2733,Drill Bit (Auger),53.36,EA,H,KVPMSCA2659,5110-00-935-0890
2660,5133-00-360-2737,Drill Bit (Auger),281.31,EA,H,KVPMSCA2660,5110-00-965-0878
2661,5133-00-412-1748,Drill Bit (Cobalt HSS),16.97,DZ,H,KVPMSCA2661,5110-01-003-9357
2662,5133-00-435-3267,Drill Bit (Threaded Shank/HSS),33.53,DZ,H,KVPMSCA2662,5110-01-014-4948
2663,5133-00-542-4764,Masonry Drill Bit,27.13,EA,H,KVPMSCA2663,5110-01-060-1701
2664,5133-00-555-1528,Drill Bit Set (High Speed Steel),26.6,SE,H,KVPMSCA2664,5110-01-068-5253
2665,5133-00-555-3610,Drill Bit (Countersink),4.28,EA,H,KVPMSCA2665,5110-01-181-7030
2666,5133-00-595-8849,Drill Bit (High Speed Steel),35.6,DZ,H,KVPMSCA2666,5110-01-241-4371
2667,5133-00-595-8850,Drill Bit (HSS),32.25,DZ,H,KVPMSCA2667,5110-01-241-4373
2668,5133-00-595-8855,Drill Bit (HSS),38.36,DZ,H,KVPMSCA2668,5110-01-241-4375
2669,5133-00-595-8861,Drill Bit (HSS),30.5,DZ,H,KVPMSCA2669,5110-01-241-4376
2670,5133-00-596-8088,Drill Bit Set (High Speed Steel),303.6,SE,H,KVPMSCA2670,5110-01-321-8805
2671,5133-00-618-7783,Drill Bit Set (High Speed Steel),9.59,SE,H,KVPMSCA2671,5110-01-335-1366
2672,5133-00-841-8708,Drill Bit (Solid Carbide),62.41,EA,H,KVPMSCA2672,5110-01-335-1417
2673,5133-00-841-8742,Drill Bit (Solid Carbide),50.3,EA,H,KVPMSCA2673,5110-01-335-1418
2674,5133-00-841-8744,Drill Bit (Solid Carbide),43.99,EA,H,KVPMSCA2674,5110-01-335-1519
2675,5133-00-841-8746,Drill Bit (Solid Carbide),35.51,EA,H,KVPMSCA2675,5110-01-335-1582
2676,5133-00-894-5613,Drill Bit (Cobalt HSS),11.45,DZ,H,KVPMSCA2676,5110-01-335-1600
2677,5133-00-912-6029,Drill Bit (HSS),9.57,DZ,H,KVPMSCA2677,5110-01-336-7982
2678,5133-00-912-6031,Drill Bit (HSS),6.56,DZ,H,KVPMSCA2678,4460-01-443-4895
2679,5133-00-912-6032,Drill Bit (HSS),6.56,DZ,H,KVPMSCA2679,4460-01-443-4896
2680,5133-00-988-5655,Drill Bit (Cobalt HSS),21.05,DZ,H,KVPMSCA2680,4460-01-443-4897
2681,5133-00-988-5673,Drill Bit (Cobalt HSS),26.31,DZ,H,KVPMSCA2681,4510-00-203-2707
2682,5133-00-988-5684,Drill Bit (Cobalt HSS),34.37,DZ,H,KVPMSCA2682,4510-00-203-2721
2683,5133-00-988-5707,Drill Bit (Cobalt HSS),31.41,DZ,H,KVPMSCA2683,4510-00-224-8549
2684,5133-00-988-5711,Drill Bit (Cobalt HSS),46.12,DZ,H,KVPMSCA2684,4510-00-247-1370
2685,5133-00-995-1870,Reamer (Countersink),6.75,EA,H,KVPMSCA2685,4510-00-253-0857
2686,5133-01-144-5337,Step Drill Bit,11.37,EA,H,KVPMSCA2686,4510-00-595-0922
2687,5133-01-146-4578,Step Drill Bit,14.26,EA,H,KVPMSCA2687,4510-00-595-1785
2688,5133-01-162-6752,Drill Bit (Threaded Shank / HSS),2.65,EA,H,KVPMSCA2688,4510-00-752-9065
2689,5133-01-197-6711,Drill Bit Set (High Speed Steel),24.92,SE,H,KVPMSCA2689,4510-00-756-1145
2690,5133-01-366-0165,Drill Bit (Cobalt HSS),11.5,PG,H,KVPMSCA2690,4510-01-327-9405
2691,5133-01-366-0167,Drill Bit (Cobalt HSS),8.86,PG,H,KVPMSCA2691,4510-01-426-4187
2692,5133-01-366-0169,Drill Bit (Cobalt HSS),10.47,PG,H,KVPMSCA2692,4510-01-480-1323
2693,5133-01-413-2499,Step Drill Bit (Set),44.82,SE,H,KVPMSCA2693,4510-01-521-9866
2694,5133-01-413-3642,Step Drill Bit,18,EA,H,KVPMSCA2694,4510-01-521-9867
2695,5133-01-437-3755,Drill Bit (Cobalt HSS),3.43,EA,H,KVPMSCA2695,4510-01-521-9868
2696,5133-01-473-9412,Masonry Drill Bit,9.66,EA,H,KVPMSCA2696,4510-01-521-9869
2697,5133-01-473-9413,Masonry Drill Bit,9.45,EA,H,KVPMSCA2697,4510-01-521-9870
2698,5133-01-473-9414,Masonry Drill Bit,15.67,EA,H,KVPMSCA2698,4510-01-521-9871
2699,5133-01-473-9417,Masonry Drill Bit,14.08,EA,H,KVPMSCA2699,4510-01-521-9872
2700,5133-01-473-9454,Masonry Drill Bit,3.08,EA,H,KVPMSCA2700,4510-01-521-9873
2701,5133-01-474-4981,Drill Bit Set (High Speed Steel),31.4,SE,H,KVPMSCA2701,4510-01-551-1194
2702,5133-01-474-4989,Drill Bit Set (High Speed Steel),51.29,SE,H,KVPMSCA2702,4510-01-551-2864
2703,5133-01-474-5105,Masonry Drill Bit Set,52.44,SE,H,KVPMSCA2703,4510-01-551-2865
2704,5133-01-478-7706,Drill Bit Set (High Speed Steel),64.52,SE,H,KVPMSCA2704,4510-01-551-2866
2705,5133-01-494-0065,Drill Bit Set (High Speed Steel),46.97,EA,H,KVPMSCA2705,4510-01-551-2867
2706,5133-01-520-5180,Drill Bit (Threaded Shank / HSS),2.65,EA,H,KVPMSCA2706,4520-00-540-2038
2707,5133-01-535-1216,Drill Bit Set (High Speed Steel),59.09,SE,H,KVPMSCA2707,4520-00-865-5939
2708,5133-01-551-1094,Drill Bit Set (High Speed Steel),390.24,SE,H,KVPMSCA2708,4720-01-447-8757
2709,5136-00-123-6754,Tap (Thread Cutting),17.7,EA,H,KVPMSCA2709,4720-01-447-8759
2710,5136-00-189-3128,Rethreading Die,40.92,EA,H,KVPMSCA2710,4730-01-385-7313
2711,5136-00-189-3194,"Thread Cutting Die (Round, Split)",7.69,EA,H,KVPMSCA2711,4920-01-569-3630
2712,5136-00-189-3195,"Thread Cutting Die (Round, Split)",7.69,EA,H,KVPMSCA2712,4920-01-569-3632
2713,5136-00-189-3196,"Thread Cutting Die (Round, Split)",7.69,EA,H,KVPMSCA2713,4920-01-569-3634
2714,5136-00-189-3197,"Thread Cutting Die (Round, Split)",9.83,EA,H,KVPMSCA2714,4940-00-803-6444
2715,5136-00-189-3198,"Thread Cutting Die (Round, Split)",7.69,EA,H,KVPMSCA2715,4940-01-490-2455
2716,5136-00-189-3199,"Thread Cutting Die (Round, Split)",44.49,EA,H,KVPMSCA2716,4940-01-490-2463
2717,5136-00-189-3201,"Thread Cutting Die (Round, Split)",46.4,EA,H,KVPMSCA2717,4940-01-490-2470
2718,5136-00-189-3216,"Thread Cutting Die (Round, Split)",9.33,EA,H,KVPMSCA2718,4940-01-504-5270
2719,5136-00-189-3217,"Thread Cutting Die (Round, Split)",7.69,EA,H,KVPMSCA2719,4940-01-504-5273
2720,5136-00-189-3218,"Thread Cutting Die (Round, Split)",12.77,EA,H,KVPMSCA2720,4940-01-505-0680
2721,5136-00-189-3219,"Thread Cutting Die (Round, Split)",7.69,EA,H,KVPMSCA2721,4940-01-535-7652
2722,5136-00-189-3220,"Thread Cutting Die (Round, Split)",44.49,EA,H,KVPMSCA2722,4940-01-535-7653
2723,5136-00-189-3221,"Thread Cutting Die (Round, Split)",46.4,EA,H,KVPMSCA2723,4940-01-535-7654
2724,5136-00-189-3222,"Thread Cutting Die (Round, Split)",64.4,EA,H,KVPMSCA2724,5110-00-018-0952
2725,5136-00-189-3238,"Thread Cutting Die (Round, Split)",34.32,EA,H,KVPMSCA2725,5110-00-062-6625
2726,5136-00-189-7805,Tap (Thread Cutting),11.25,EA,H,KVPMSCA2726,5110-00-063-3037
2727,5136-00-189-7806,Tap (Thread Cutting),3.97,EA,H,KVPMSCA2727,5110-00-116-9397
2728,5136-00-189-7807,Tap (Thread Cutting),5.65,EA,H,KVPMSCA2728,5110-00-156-0054
2729,5136-00-189-7819,Tap (Thread Cutting),8.15,EA,H,KVPMSCA2729,5110-00-161-6912
2730,5136-00-189-7825,Tap (Thread Cutting),9.57,EA,H,KVPMSCA2730,5110-00-162-2205
2731,5136-00-197-9531,"Thread Cutting Die (Round, Split)",7.15,EA,H,KVPMSCA2731,5110-00-166-1207
2732,5136-00-197-9552,Rethreading Die,5.37,EA,H,KVPMSCA2732,5110-00-203-8310
2733,5136-00-197-9554,Rethreading Die,4.99,EA,H,KVPMSCA2733,5110-00-204-2685
2734,5136-00-197-9556,Rethreading Die,10.18,EA,H,KVPMSCA2734,5110-00-221-1049
2735,5136-00-197-9559,Rethreading Die,15.96,EA,H,KVPMSCA2735,5110-00-221-1075
2736,5136-00-197-9562,Rethreading Die,20.04,EA,H,KVPMSCA2736,5110-00-221-1087
2737,5136-00-197-9564,Rethreading Die,33.15,EA,H,KVPMSCA2737,5110-00-221-1372
2738,5136-00-197-9566,Rethreading Die,7,EA,H,KVPMSCA2738,5110-00-222-2117
2739,5136-00-197-9568,Rethreading Die,14.26,EA,H,KVPMSCA2739,5110-00-222-4400
2740,5136-00-203-6212,Tap (Thread Cutting),1.81,EA,H,KVPMSCA2740,5110-00-222-4401
2741,5136-00-203-6504,Tap (Thread Cutting),3.47,EA,H,KVPMSCA2741,5110-00-223-5379
2742,5136-00-203-6508,Tap (Thread Cutting),3.06,EA,H,KVPMSCA2742,5110-00-224-7055
2743,5136-00-203-6510,Tap (Thread Cutting),2.96,EA,H,KVPMSCA2743,5110-00-224-7056
2744,5136-00-203-6513,Tap (Thread Cutting),11.3,EA,H,KVPMSCA2744,5110-00-228-3161
2745,5136-00-203-7074,Tap (Thread Cutting),3.13,EA,H,KVPMSCA2745,5110-00-233-9110
2746,5136-00-221-1236,Diestock (Split Round),10.56,EA,H,KVPMSCA2746,5110-00-234-1944
2747,5136-00-223-6228,Tap (Thread Cutting),11.2,EA,H,KVPMSCA2747,5110-00-234-6554
2748,5136-00-223-6253,Tap (Thread Cutting),4.16,EA,H,KVPMSCA2748,5110-00-234-6557
2749,5136-00-224-1461,"Thread Cutting Die (Round, Split)",9.12,EA,H,KVPMSCA2749,5110-00-236-3273
2750,5136-00-224-7113,Diestock (Split Round),7.44,EA,H,KVPMSCA2750,5110-00-240-3094
2751,5136-00-224-7114,Diestock (Split Round),43.87,EA,H,KVPMSCA2751,5110-00-241-9132
2752,5136-00-227-8620,Tap (Thread Cutting),3.01,EA,H,KVPMSCA2752,5110-00-241-9138
2753,5136-00-227-8628,Tap (Thread Cutting),8.04,EA,H,KVPMSCA2753,5110-00-241-9149
2754,5136-00-228-0996,Tap (Thread Cutting),5.64,EA,H,KVPMSCA2754,5110-00-242-0127
2755,5136-00-228-0999,Tap (Thread Cutting),18.14,EA,H,KVPMSCA2755,5110-00-242-3057
2756,5136-00-228-1006,Tap (Thread Cutting),3.59,EA,H,KVPMSCA2756,5110-00-242-3457
2757,5136-00-228-1007,Tap (Thread Cutting),3.58,EA,H,KVPMSCA2757,5110-00-242-5387
2758,5136-00-228-1008,Tap (Thread Cutting),1.94,EA,H,KVPMSCA2758,5110-00-243-0865
2759,5136-00-228-1039,Tap (Thread Cutting),5.21,EA,H,KVPMSCA2759,5110-00-243-1645
2760,5136-00-232-1959,Tap (Thread Cutting),30.12,EA,H,KVPMSCA2760,5110-00-243-2003
2761,5136-00-232-1974,Tap (Thread Cutting),1.83,EA,H,KVPMSCA2761,5110-00-243-2004
2762,5136-00-236-0421,Tap (Thread Cutting),20,EA,H,KVPMSCA2762,5110-00-243-7965
2763,5136-00-236-4277,Tap (Thread Cutting),4.95,EA,H,KVPMSCA2763,5110-00-245-4160
2764,5136-00-236-4329,Tap (Thread Cutting),8.89,EA,H,KVPMSCA2764,5110-00-245-4177
2765,5136-00-237-8148,Tap (Thread Cutting),62.38,EA,H,KVPMSCA2765,5110-00-253-3152
2766,5136-00-237-8269,Rethreading Die,5,EA,H,KVPMSCA2766,5110-00-253-3154
2767,5136-00-237-8270,Rethreading Die,4.52,EA,H,KVPMSCA2767,5110-00-253-3156
2768,5136-00-254-4518,Tap (Thread Cutting),10.68,EA,H,KVPMSCA2768,5110-00-253-3158
2769,5136-00-261-3209,Tap (Thread Cutting),9,EA,H,KVPMSCA2769,5110-00-253-3160
2770,5136-00-261-3213,Tap (Thread Cutting),3.5,EA,H,KVPMSCA2770,5110-00-255-0420
2771,5136-00-261-3214,Tap (Thread Cutting),4.15,EA,H,KVPMSCA2771,5110-00-268-2897
2772,5136-00-261-3215,Tap (Thread Cutting),3.06,EA,H,KVPMSCA2772,5110-00-272-2699
2773,5136-00-261-3237,Tap (Thread Cutting),8.12,EA,H,KVPMSCA2773,5110-00-293-0108
2774,5136-00-261-3244,Tap (Thread Cutting),3.48,EA,H,KVPMSCA2774,5110-00-293-0985
2775,5136-00-261-3260,Tap (Thread Cutting),4.72,EA,H,KVPMSCA2775,5110-00-293-1905
2776,5136-00-261-3261,Tap (Thread Cutting),7.56,EA,H,KVPMSCA2776,5110-00-293-3435
2777,5136-00-261-3262,Tap (Thread Cutting),4.05,EA,H,KVPMSCA2777,5110-00-293-9199
2778,5136-00-261-3263,Tap (Thread Cutting),7.12,EA,H,KVPMSCA2778,5110-00-344-9900
2779,5136-00-261-3264,Tap (Thread Cutting),3.62,EA,H,KVPMSCA2779,5110-00-359-6478
2780,5136-00-261-3268,Tap (Thread Cutting),3.88,EA,H,KVPMSCA2780,5110-00-373-1691
2781,5136-00-262-3945,Tap (Thread Cutting),4.17,EA,H,KVPMSCA2781,5110-00-554-7286
2782,5136-00-272-9761,Tap (Thread Cutting),8.15,EA,H,KVPMSCA2782,5110-00-555-9500
2783,5136-00-276-1031,Tap (Thread Cutting),2.69,EA,H,KVPMSCA2783,5110-00-585-8430
2784,5136-00-276-1032,Tap (Thread Cutting),2.4,EA,H,KVPMSCA2784,5110-00-585-8431
2785,5136-00-293-0711,Tap (Thread Cutting),2.81,EA,H,KVPMSCA2785,5110-00-585-8432
2786,5136-00-293-0715,Tap (Thread Cutting),3.28,EA,H,KVPMSCA2786,5110-00-585-8433
2787,5136-00-293-3325,Tap Set,9.57,SE,H,KVPMSCA2787,5110-00-596-7217
2788,5136-00-357-7494,Screw Threading Set,803.84,SE,H,KVPMSCA2788,5110-00-596-9703
2789,5136-00-357-7504,Screw Threading Set,807.86,SE,H,KVPMSCA2789,5110-00-614-1455
2790,5136-00-357-7506,Tap and Die Set,459.54,SE,H,KVPMSCA2790,5110-00-640-5419
2791,5136-00-370-4076,Tap STI (Screw Thread Insert),37,EA,H,KVPMSCA2791,5110-00-771-3732
2792,5136-00-516-3370,Tap (Thread Cutting),3.07,EA,H,KVPMSCA2792,5110-00-892-5071
2793,5136-00-516-3373,Tap (Thread Cutting),3.2,EA,H,KVPMSCA2793,5110-00-935-0890
2794,5136-00-516-4118,Tap (Thread Cutting),3.5,EA,H,KVPMSCA2794,5110-00-965-0878
2795,5136-00-517-5561,Tap (Thread Cutting),3.02,EA,H,KVPMSCA2795,5110-01-003-9357
2796,5136-00-517-5563,Tap (Thread Cutting),4.08,EA,H,KVPMSCA2796,5110-01-014-4948
2797,5136-00-555-0541,Tap (Thread Cutting),4.17,EA,H,KVPMSCA2797,5110-01-060-1701
2798,5136-00-555-8906,Tap (Thread Cutting),2.58,EA,H,KVPMSCA2798,5110-01-068-5253
2799,5136-00-555-8910,Tap (Thread Cutting),3.05,EA,H,KVPMSCA2799,5110-01-181-7030
2800,5136-00-555-8912,Thread Cutter,903.9,EA,H,KVPMSCA2800,5110-01-241-4371
2801,5136-00-555-9205,Tap (Thread Cutting),2.89,EA,H,KVPMSCA2801,5110-01-241-4373
2802,5136-00-555-9206,Tap (Thread Cutting),1.63,EA,H,KVPMSCA2802,5110-01-241-4375
2803,5136-00-580-7152,Tap (Thread Cutting),5.21,EA,H,KVPMSCA2803,5110-01-241-4376
2804,5136-00-580-7154,Tap (Thread Cutting),4.75,EA,H,KVPMSCA2804,5110-01-321-8805
2805,5136-00-580-7182,Tap (Thread Cutting),4.59,EA,H,KVPMSCA2805,5110-01-335-1366
2806,5136-00-580-7184,Tap (Thread Cutting),6.19,EA,H,KVPMSCA2806,5110-01-335-1417
2807,5136-00-580-7188,Tap (Thread Cutting),29.54,EA,H,KVPMSCA2807,5110-01-335-1418
2808,5136-00-580-7316,Tap (Thread Cutting),2.55,EA,H,KVPMSCA2808,5110-01-335-1519
2809,5136-00-580-7327,Tap (Thread Cutting),3.09,EA,H,KVPMSCA2809,5110-01-335-1582
2810,5136-00-580-7330,Tap (Thread Cutting),4.75,EA,H,KVPMSCA2810,5110-01-335-1600
2811,5136-00-580-7333,Tap (Thread Cutting),2.89,EA,H,KVPMSCA2811,5110-01-336-7982
2812,5136-00-580-7335,Tap (Thread Cutting),5.23,EA,H,KVPMSCA2812,5110-01-336-7983
2813,5136-00-580-7342,Tap (Thread Cutting),21.19,EA,H,KVPMSCA2813,5110-01-346-5339
2814,5136-00-580-7351,Tap (Thread Cutting),5.03,EA,H,KVPMSCA2814,5110-01-346-5340
2815,5136-00-580-7356,Tap (Thread Cutting),5.26,EA,H,KVPMSCA2815,5110-01-348-9536
2816,5136-00-580-7359,Tap (Thread Cutting),2.69,EA,H,KVPMSCA2816,5110-01-349-4830
2817,5136-00-580-7360,Tap (Thread Cutting),2.2,EA,H,KVPMSCA2817,5110-01-355-8504
2818,5136-00-580-7361,Tap (Thread Cutting),4.12,EA,H,KVPMSCA2818,5110-01-355-8506
2819,5136-00-585-6760,Tap (Thread Cutting),1.94,EA,H,KVPMSCA2819,5110-01-367-3830
2820,5136-00-729-5678,Tap (Thread Cutting),4.54,EA,H,KVPMSCA2820,5110-01-367-3831
2821,5136-00-729-5682,Tap (Thread Cutting),17.11,EA,H,KVPMSCA2821,5110-01-367-3878
2822,5136-00-729-5683,Tap (Thread Cutting),13.25,EA,H,KVPMSCA2822,5110-01-367-4648
2823,5136-00-729-5684,Tap (Thread Cutting),3.07,EA,H,KVPMSCA2823,5110-01-367-7248
2824,5136-00-729-5685,Tap (Thread Cutting),4.51,EA,H,KVPMSCA2824,5110-01-369-9340
2825,5136-00-729-5686,Tap (Thread Cutting),3.67,EA,H,KVPMSCA2825,5110-01-377-2274
2826,5136-00-729-5688,Tap (Thread Cutting),7.69,EA,H,KVPMSCA2826,5110-01-377-2344
2827,5136-00-729-5689,Tap (Thread Cutting),2.51,EA,H,KVPMSCA2827,5110-01-385-7235
2828,5136-00-729-5691,Tap (Thread Cutting),7.67,EA,H,KVPMSCA2828,5110-01-385-7354
2829,5136-00-729-5692,Tap (Thread Cutting),5.47,EA,H,KVPMSCA2829,5110-01-385-7392
2830,5136-00-729-5693,Tap (Thread Cutting),1.63,EA,H,KVPMSCA2830,5110-01-394-6249
2831,5136-00-729-5694,Tap (Thread Cutting),1.83,EA,H,KVPMSCA2831,5110-01-394-6252
2832,5136-00-729-5695,Tap (Thread Cutting),2.55,EA,H,KVPMSCA2832,5110-01-395-0291
2833,5136-00-729-5701,Tap (Thread Cutting),21.85,EA,H,KVPMSCA2833,5110-01-400-1447
2834,5136-00-729-5702,Tap (Thread Cutting),15.67,EA,H,KVPMSCA2834,5110-01-414-4918
2835,5136-00-729-5711,Tap (Thread Cutting),6.04,EA,H,KVPMSCA2835,5110-01-414-4920
2836,5136-00-729-5716,Tap (Thread Cutting),17.64,EA,H,KVPMSCA2836,5110-01-416-7827
2837,5136-00-729-5717,Tap (Thread Cutting),13.25,EA,H,KVPMSCA2837,5110-01-416-7830
2838,5136-00-779-4469,Tap STI (Screw Thread Insert),16.54,EA,H,KVPMSCA2838,5110-01-428-5268
2839,5136-00-820-8167,Tap (Thread Cutting),7.12,EA,H,KVPMSCA2839,5110-01-428-5275
2840,5136-00-821-1027,Tap (Thread Cutting),2.55,EA,H,KVPMSCA2840,5110-01-428-5278
2841,5136-00-821-1029,Tap (Thread Cutting),2.1,EA,H,KVPMSCA2841,5110-01-428-5342
2842,5136-00-825-7090,Tap STI (Screw Thread Insert),12.56,EA,H,KVPMSCA2842,5110-01-428-5416
2843,5136-00-825-7108,Tap STI (Screw Thread Insert),6.76,EA,H,KVPMSCA2843,5110-01-428-5422
2844,5136-00-825-7126,Tap (Screw Thread Insert),12.5,EA,H,KVPMSCA2844,5110-01-429-7306
2845,5136-00-825-7130,Tap STI (Screw Thread Insert),5.53,EA,H,KVPMSCA2845,5110-01-429-7382
2846,5136-00-825-7132,Tap STI (Screw Thread Insert),7.88,EA,H,KVPMSCA2846,5110-01-060-1701
2847,5136-00-862-7873,Tap STI (Screw Thread Insert),10.7,EA,H,KVPMSCA2847,5110-01-068-5253
2848,5136-00-889-6499,Thread Cutter,1035,SE,H,KVPMSCA2848,5110-01-181-7030
2849,5136-00-889-6610,Tap (Thread Cutting),6.87,EA,H,KVPMSCA2849,5110-01-060-1701
2850,5136-00-889-6977,Tap (Thread Cutting),182.28,EA,H,KVPMSCA2850,5110-01-068-5253
2851,5136-00-953-0234,Tap (Thread Cutting),54.46,EA,H,KVPMSCA2851,5110-01-181-7030
2852,5136-00-966-5977,Tap (Thread Cutting),7.72,EA,H,KVPMSCA2852,5110-01-060-1701
2853,5136-00-972-0399,Tap STI (Screw Thread Insert),23.68,EA,H,KVPMSCA2853,5110-01-068-5253
2854,5136-00-972-0400,Tap STI (Screw Thread Insert),33.03,EA,H,KVPMSCA2854,5110-01-181-7030
2855,5136-00-972-0405,Tap STI (Screw Thread Insert),16.2,EA,H,KVPMSCA2855,5110-01-060-1701
2856,5136-00-972-0406,Tap STI (Screw Thread Insert),18.4,EA,H,KVPMSCA2856,5110-01-068-5253
2857,5136-00-972-0407,Tap STI (Screw Thread Insert),19.75,EA,H,KVPMSCA2857,5110-01-181-7030
2858,5136-01-028-2876,Tap (Thread Cutting),2.96,EA,H,KVPMSCA2858,5110-01-060-1701
2859,5136-01-028-4309,Tap (Thread Cutting),2.92,EA,H,KVPMSCA2859,5110-01-068-5253
2860,5136-01-028-4313,Tap (Thread Cutting),5.78,EA,H,KVPMSCA2860,5110-01-181-7030
2861,5136-01-028-5221,Diestock (Split Round),5.18,EA,H,KVPMSCA2861,5110-01-060-1701
2862,5136-01-038-2907,Tap STI (Screw Thread Insert),10.8,EA,H,KVPMSCA2862,5110-01-068-5253
2863,5136-01-038-2908,Tap STI (Screw Thread Insert),14.02,EA,H,KVPMSCA2863,5110-01-181-7030
2864,5136-01-045-8579,"Thread Cutting Die (Double Hex, Split)",4.66,EA,H,KVPMSCA2864,5110-01-060-1701
2865,5136-01-045-8580,"Thread Cutting Die (Double Hex, Split)",5.36,EA,H,KVPMSCA2865,5110-01-068-5253
2866,5136-01-045-8582,"Thread Cutting Die (Double Hex, Split)",5.36,EA,H,KVPMSCA2866,5110-01-181-7030
2867,5136-01-045-8584,"Thread Cutting Die (Double Hex, Split)",5.36,EA,H,KVPMSCA2867,5110-01-060-1701
2868,5136-01-045-8586,"Thread Cutting Die (Double Hex, Split)",5.36,EA,H,KVPMSCA2868,5110-01-068-5253
2869,5136-01-045-8596,Tap (Thread Cutting),5.13,EA,H,KVPMSCA2869,5110-01-181-7030
2870,5136-01-045-8599,Tap (Thread Cutting),2.86,EA,H,KVPMSCA2870,5110-01-060-1701
2871,5136-01-045-8604,Tap (Thread Cutting),3.65,EA,H,KVPMSCA2871,5110-01-068-5253
2872,5136-01-045-8605,Tap (Thread Cutting),4.35,EA,H,KVPMSCA2872,5110-01-181-7030
2873,5136-01-045-8607,Tap (Thread Cutting),13.85,EA,H,KVPMSCA2873,5110-01-060-1701
2874,5136-01-046-4954,"Thread Cutting Die (Double Hex, Split)",4.66,EA,H,KVPMSCA2874,5110-01-068-5253
2875,5136-01-113-1566,Tap (Thread Cutting),14.26,EA,H,KVPMSCA2875,5110-01-181-7030
2876,5136-01-113-8071,"Thread Cutting Die (Round, Split)",20.7,EA,H,KVPMSCA2876,5110-01-060-1701
2877,5136-01-116-1650,Diestock (Split Round),33.17,EA,H,KVPMSCA2877,5110-01-068-5253
2878,5136-01-118-4055,Tap (Thread Cutting),14.55,EA,H,KVPMSCA2878,5110-01-181-7030
